Task,T5828
Scope 1/1, Sample 1/29 (Junk1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
2.3870,535,231.9,22.1,0.0105,,
2.3955,536,232.0,22.1,0.0105,,
2.4040,537,232.1,22.1,0.0105,,
2.4115,538,232.4,22.1,0.0105,,
2.4200,539,232.6,22.1,0.0120,,
2.4285,540,232.9,22.1,0.0120,,
2.4365,541,233.1,22.1,0.0100,,
2.4450,542,233.1,22.1,0.0105,,
2.4535,543,233.5,22.1,0.0105,,
2.4620,544,233.5,22.1,0.0120,,
2.4695,545,233.7,22.1,0.0105,,
2.4775,546,234.0,22.1,0.0115,,
2.4855,547,234.2,22.1,0.0100,,
2.4920,548,234.3,22.1,0.0080,,
2.4950,549,234.4,22.1,0.0035,,
2.4955,550,234.5,22.1,0.0005,,
2.4960,551,234.5,22.1,0.0005,,
2.4970,552,234.6,22.1,0.0015,,
2.4985,553,234.6,22.1,0.0020,,
2.5000,554,234.7,22.1,0.0020,,
2.5020,555,234.8,22.1,0.0025,,
2.5050,556,234.7,22.1,0.0035,,
2.5070,557,234.7,22.1,0.0030,,
2.5075,557,235.1,22.1,0.0050,,
Scope 1/1, Sample 3/29 (PreC_Day1_rerun_Dil1rep1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-60.7,22.0,NaN,,
0.0005,1,-60.6,22.0,0.0005,,
0.0025,2,-60.7,22.0,0.0020,,
0.0050,3,-60.7,22.0,0.0025,,
0.0090,4,-60.8,22.0,0.0035,,
0.0150,5,-60.7,22.0,0.0055,,
0.0235,6,-60.3,22.0,0.0075,,
0.0310,7,-60.0,22.0,0.0075,,
0.0395,8,-59.4,22.0,0.0085,,
0.0480,9,-58.5,22.0,0.0085,,
0.0565,10,-57.8,22.0,0.0075,,
0.0650,11,-57.1,22.0,0.0075,,
0.0735,12,-56.2,22.0,0.0075,,
0.0810,13,-55.1,22.0,0.0075,,
0.0895,14,-54.0,22.0,0.0085,,
0.0975,15,-52.9,22.0,0.0080,,
0.1060,16,-51.6,22.0,0.0075,,
0.1145,17,-50.3,22.0,0.0075,,
0.1230,18,-48.9,22.0,0.0075,,
0.1305,19,-47.7,22.0,0.0075,,
0.1390,20,-46.2,22.0,0.0085,,
0.1475,21,-44.6,22.0,0.0085,,
0.1560,22,-43.1,22.0,0.0075,,
0.1640,23,-41.3,22.0,0.0075,,
0.1725,24,-39.6,22.0,0.0075,,
0.1810,25,-38.0,22.0,0.0085,,
0.1885,26,-36.0,22.0,0.0075,,
0.1970,27,-34.2,22.0,0.0085,,
0.2055,28,-32.4,22.0,0.0075,,
0.2140,29,-30.5,22.0,0.0075,,
0.2225,30,-28.7,22.0,0.0075,,
0.2310,31,-27.3,22.0,0.0085,,
0.2385,32,-25.6,22.0,0.0075,,
0.2470,33,-23.9,22.0,0.0085,,
0.2555,34,-22.3,22.0,0.0075,,
0.2635,35,-20.8,22.0,0.0075,,
0.2720,36,-19.4,22.0,0.0075,,
0.2805,37,-18.0,22.0,0.0075,,
0.2880,38,-16.7,22.0,0.0075,,
0.2965,39,-15.2,22.0,0.0085,,
0.3050,40,-13.8,22.0,0.0085,,
0.3135,41,-12.5,22.0,0.0075,,
0.3220,42,-11.1,22.0,0.0075,,
0.3300,43,-9.8,22.0,0.0075,,
0.3380,44,-8.7,22.0,0.0080,,
0.3460,45,-7.4,22.0,0.0080,,
0.3545,46,-6.1,22.0,0.0085,,
0.3630,47,-5.0,22.0,0.0075,,
0.3715,48,-3.7,22.0,0.0075,,
0.3800,49,-2.2,22.0,0.0075,,
0.3875,50,-1.1,22.0,0.0075,,
0.3960,51,0.1,22.0,0.0085,,
0.4045,52,0.7,22.0,0.0085,,
0.4130,53,2.1,22.0,0.0075,,
0.4215,54,3.7,22.0,0.0075,,
0.4295,55,4.5,22.0,0.0075,,
0.4375,56,5.3,22.0,0.0080,,
0.4455,57,6.1,22.0,0.0080,,
0.4540,58,7.0,22.0,0.0085,,
0.4625,59,8.0,22.0,0.0075,,
0.4710,60,9.3,22.0,0.0075,,
0.4795,61,10.4,22.0,0.0075,,
0.4870,62,11.6,22.0,0.0075,,
0.4955,63,12.7,22.0,0.0085,,
0.5040,64,13.9,22.0,0.0085,,
0.5120,65,14.8,22.0,0.0075,,
0.5205,66,15.9,22.0,0.0075,,
0.5290,67,16.9,22.0,0.0075,,
0.5365,68,17.8,22.0,0.0075,,
0.5450,69,18.8,22.0,0.0085,,
0.5535,70,19.7,22.0,0.0085,,
0.5620,71,20.7,22.0,0.0075,,
0.5705,72,21.7,22.0,0.0075,,
0.5790,73,22.6,22.0,0.0075,,
0.5865,74,23.5,22.0,0.0075,,
0.5950,75,24.3,22.0,0.0085,,
0.6030,76,25.3,22.0,0.0080,,
0.6115,77,26.4,22.0,0.0075,,
0.6200,78,27.3,22.0,0.0075,,
0.6285,79,28.3,22.0,0.0075,,
0.6370,80,29.1,22.0,0.0085,,
0.6445,81,30.0,22.0,0.0075,,
0.6530,82,30.9,22.0,0.0085,,
0.6615,83,31.6,22.0,0.0075,,
0.6695,84,32.5,22.0,0.0075,,
0.6780,85,33.5,22.0,0.0075,,
0.6865,86,34.4,22.0,0.0075,,
0.6940,87,35.2,22.0,0.0075,,
0.7025,88,36.2,22.0,0.0085,,
0.7110,89,37.1,22.0,0.0075,,
0.7195,90,38.0,22.0,0.0075,,
0.7280,91,38.9,22.0,0.0075,,
0.7365,92,39.7,22.0,0.0075,,
0.7440,93,40.6,22.0,0.0075,,
0.7525,94,41.4,22.0,0.0085,,
0.7605,95,42.3,22.0,0.0080,,
0.7690,96,43.1,22.0,0.0075,,
0.7775,97,44.0,22.0,0.0075,,
0.7860,98,44.8,22.0,0.0075,,
0.7935,99,45.6,22.0,0.0075,,
0.8020,100,46.4,22.0,0.0085,,
0.8105,101,47.3,22.0,0.0085,,
0.8190,102,48.0,22.0,0.0075,,
0.8275,103,48.8,22.0,0.0075,,
0.8355,104,49.6,22.0,0.0075,,
0.8435,105,50.3,22.0,0.0080,,
0.8515,106,51.2,22.0,0.0080,,
0.8600,107,52.2,22.0,0.0085,,
0.8685,108,52.9,22.0,0.0075,,
0.8770,109,53.7,22.0,0.0075,,
0.8855,110,54.5,22.0,0.0075,,
0.8930,111,55.3,22.0,0.0075,,
0.9015,112,56.0,22.0,0.0085,,
0.9100,113,56.8,22.0,0.0085,,
0.9185,114,57.5,22.0,0.0075,,
0.9270,115,58.5,22.0,0.0075,,
0.9350,116,59.4,22.0,0.0075,,
0.9425,117,60.1,22.0,0.0075,,
0.9510,118,60.9,22.0,0.0085,,
0.9595,119,61.5,22.0,0.0085,,
0.9680,120,62.4,22.0,0.0075,,
0.9765,121,63.3,22.0,0.0075,,
0.9850,122,64.1,22.0,0.0075,,
0.9925,123,64.9,22.0,0.0075,,
1.0010,124,65.7,22.0,0.0085,,
1.0095,125,66.6,22.0,0.0085,,
1.0175,126,67.5,22.0,0.0075,,
1.0260,127,68.3,22.0,0.0075,,
1.0345,128,69.1,22.0,0.0075,,
1.0430,129,69.9,22.0,0.0085,,
1.0505,130,70.9,22.0,0.0075,,
1.0590,131,71.6,22.0,0.0085,,
1.0675,132,72.4,22.0,0.0075,,
1.0760,133,73.2,22.0,0.0075,,
1.0845,134,74.4,22.0,0.0075,,
1.0925,135,75.5,22.0,0.0075,,
1.1005,136,76.4,22.0,0.0080,,
1.1085,137,77.4,22.0,0.0080,,
1.1170,138,78.3,22.0,0.0085,,
1.1255,139,79.3,22.0,0.0075,,
1.1340,140,80.4,22.0,0.0075,,
1.1425,141,81.5,22.0,0.0075,,
1.1500,142,82.4,22.0,0.0075,,
1.1585,143,83.5,22.0,0.0085,,
1.1670,144,84.5,22.0,0.0085,,
1.1750,145,85.7,22.0,0.0075,,
1.1835,146,86.9,22.0,0.0075,,
1.1920,147,87.9,22.0,0.0075,,
1.1995,148,89.2,22.0,0.0075,,
1.2080,149,90.4,22.0,0.0085,,
1.2165,150,91.8,22.0,0.0085,,
1.2250,151,93.0,22.0,0.0075,,
1.2335,152,94.4,22.0,0.0075,,
1.2420,153,96.0,22.0,0.0075,,
1.2495,154,97.5,22.0,0.0075,,
1.2580,155,99.0,22.0,0.0085,,
1.2660,156,100.6,22.0,0.0080,,
1.2745,157,102.2,22.0,0.0075,,
1.2830,158,104.1,22.0,0.0075,,
1.2915,159,106.0,22.0,0.0075,,
1.3000,160,107.8,22.0,0.0085,,
1.3075,161,110.0,22.0,0.0075,,
1.3160,162,112.3,22.0,0.0085,,
1.3245,163,114.5,22.0,0.0075,,
1.3325,164,116.9,22.0,0.0075,,
1.3410,165,119.5,22.0,0.0075,,
1.3495,166,122.3,22.0,0.0075,,
1.3570,167,124.8,22.0,0.0075,,
1.3655,168,127.7,22.0,0.0085,,
1.3740,169,130.4,22.0,0.0075,,
1.3825,170,133.5,22.0,0.0075,,
1.3910,171,137.4,22.0,0.0075,,
1.3995,172,141.4,22.0,0.0075,,
1.4070,173,144.7,22.0,0.0075,,
1.4155,174,148.3,22.0,0.0085,,
1.4235,175,151.6,22.0,0.0080,,
1.4320,176,155.2,22.0,0.0075,,
1.4405,177,158.3,22.0,0.0075,,
1.4490,178,161.3,22.0,0.0075,,
1.4565,179,163.5,22.0,0.0075,,
1.4650,180,166.3,22.0,0.0085,,
1.4735,181,168.2,22.0,0.0085,,
1.4820,182,170.7,22.0,0.0075,,
1.4900,183,172.9,22.0,0.0075,,
1.4985,184,174.8,22.0,0.0075,,
1.5070,185,176.4,22.0,0.0085,,
1.5145,186,178.2,22.0,0.0075,,
1.5230,187,179.8,22.0,0.0085,,
1.5315,188,181.5,22.0,0.0075,,
1.5400,189,182.9,22.0,0.0075,,
1.5485,190,184.2,22.0,0.0075,,
1.5545,191,185.0,22.0,0.0075,,
1.5545,431,187.8,22.1,0.0000,,
1.5550,432,187.7,22.1,0.0005,,
1.5565,433,187.7,22.1,0.0015,,
1.5590,434,187.8,22.1,0.0030,,
1.5630,435,188.0,22.1,0.0040,,
1.5690,436,188.4,22.1,0.0060,,
1.5775,437,189.2,22.1,0.0085,,
1.5850,438,189.8,22.1,0.0085,,
1.5935,439,190.9,22.1,0.0095,,
1.6020,440,191.9,22.1,0.0095,,
1.6105,441,193.0,22.1,0.0085,,
1.6185,442,193.9,22.1,0.0080,,
1.6270,443,194.8,22.1,0.0085,,
1.6345,444,195.6,22.1,0.0085,,
1.6430,445,196.4,22.1,0.0095,,
1.6515,446,197.2,22.1,0.0095,,
1.6600,447,198.0,22.1,0.0085,,
1.6685,448,198.8,22.1,0.0085,,
1.6770,449,199.5,22.1,0.0085,,
1.6850,450,200.3,22.1,0.0090,,
1.6930,451,201.1,22.1,0.0090,,
1.7010,452,201.9,22.1,0.0090,,
1.7095,453,202.5,22.1,0.0085,,
1.7180,454,203.2,22.1,0.0085,,
1.7265,455,203.8,22.1,0.0085,,
1.7350,456,204.5,22.1,0.0085,,
1.7425,457,205.2,22.1,0.0085,,
1.7510,458,205.6,22.1,0.0095,,
1.7595,459,206.3,22.1,0.0095,,
1.7680,460,206.9,22.1,0.0085,,
1.7760,461,207.6,22.1,0.0080,,
1.7845,462,208.0,22.1,0.0085,,
1.7920,463,208.6,22.1,0.0085,,
1.8005,464,209.0,22.1,0.0095,,
1.8090,465,209.5,22.1,0.0095,,
1.8175,466,209.9,22.1,0.0085,,
1.8260,467,210.3,22.1,0.0085,,
1.8345,468,210.8,22.1,0.0085,,
1.8425,469,211.3,22.1,0.0090,,
1.8505,470,211.7,22.1,0.0090,,
1.8585,471,212.2,22.1,0.0090,,
1.8670,472,212.7,22.1,0.0085,,
1.8755,473,213.2,22.1,0.0085,,
1.8840,474,213.6,22.1,0.0085,,
1.8925,475,213.9,22.1,0.0095,,
1.9000,476,214.4,22.1,0.0085,,
1.9085,477,214.8,22.1,0.0095,,
1.9170,478,215.2,22.1,0.0085,,
1.9255,479,215.6,22.1,0.0085,,
1.9340,480,216.1,22.1,0.0085,,
1.9415,481,216.5,22.1,0.0085,,
1.9500,482,217.0,22.1,0.0095,,
1.9580,483,217.3,22.1,0.0090,,
1.9665,484,217.7,22.1,0.0085,,
1.9750,485,218.1,22.1,0.0085,,
1.9835,486,218.5,22.1,0.0085,,
1.9910,487,218.7,22.1,0.0085,,
1.9995,488,219.2,22.1,0.0095,,
2.0080,489,219.6,22.1,0.0095,,
2.0165,490,220.0,22.1,0.0085,,
2.0250,491,220.3,22.1,0.0085,,
2.0330,492,220.6,22.1,0.0080,,
2.0410,493,220.8,22.1,0.0090,,
2.0490,494,221.2,22.1,0.0090,,
2.0575,495,221.3,22.1,0.0095,,
2.0660,496,221.7,22.1,0.0085,,
2.0745,497,221.9,22.1,0.0085,,
2.0830,498,222.4,22.1,0.0085,,
2.0915,499,222.6,22.1,0.0095,,
2.0990,500,223.0,22.1,0.0085,,
2.1075,501,223.2,22.1,0.0095,,
2.1160,502,223.4,22.1,0.0095,,
2.1240,503,223.7,22.1,0.0080,,
2.1325,504,224.0,22.1,0.0085,,
2.1410,505,224.3,22.1,0.0085,,
2.1485,506,224.6,22.1,0.0085,,
2.1570,507,224.9,22.1,0.0095,,
2.1655,508,225.1,22.1,0.0095,,
2.1740,509,225.4,22.1,0.0085,,
2.1825,510,225.7,22.1,0.0085,,
2.1905,511,226.0,22.1,0.0080,,
2.1985,512,226.2,22.1,0.0090,,
2.2070,513,226.5,22.1,0.0095,,
2.2150,514,226.8,22.1,0.0080,,
2.2235,515,227.2,22.1,0.0085,,
2.2320,516,227.5,22.1,0.0085,,
2.2405,517,227.7,22.1,0.0085,,
2.2480,518,227.7,22.1,0.0085,,
2.2565,519,228.0,22.1,0.0095,,
2.2650,520,228.2,22.1,0.0095,,
2.2735,521,228.5,22.1,0.0085,,
2.2820,522,228.7,22.1,0.0085,,
2.2900,523,229.0,22.1,0.0080,,
2.2980,524,229.1,22.1,0.0090,,
2.3060,525,229.4,22.1,0.0090,,
2.3145,526,229.6,22.1,0.0085,,
2.3230,527,229.9,22.1,0.0085,,
2.3315,528,230.0,22.1,0.0085,,
2.3400,529,230.4,22.1,0.0085,,
2.3475,530,230.6,22.1,0.0085,,
2.3560,531,230.9,22.1,0.0095,,
2.3645,532,231.0,22.1,0.0095,,
2.3730,533,231.3,22.1,0.0085,,
2.3810,534,231.5,22.1,0.0080,,
2.3895,535,231.8,22.1,0.0085,,
2.3970,536,232.1,22.1,0.0085,,
2.4055,537,232.3,22.1,0.0095,,
2.4140,538,232.6,22.1,0.0095,,
2.4225,539,232.8,22.1,0.0085,,
2.4310,540,233.0,22.1,0.0085,,
2.4395,541,233.3,22.1,0.0085,,
2.4470,542,233.4,22.1,0.0085,,
2.4555,543,233.6,22.1,0.0095,,
2.4640,544,233.8,22.1,0.0095,,
2.4720,545,233.9,22.1,0.0080,,
2.4780,546,234.0,22.1,0.0060,,
2.4810,547,234.0,22.1,0.0030,,
2.4815,548,234.2,22.1,0.0005,,
2.4820,549,234.2,22.1,0.0005,,
2.4825,550,234.3,22.1,0.0005,,
2.4845,551,234.3,22.1,0.0020,,
2.4870,552,234.5,22.1,0.0025,,
2.4915,553,234.4,22.1,0.0045,,
2.4945,554,234.4,22.1,0.0035,,
2.4950,555,234.4,22.1,0.0005,,
2.4955,556,234.6,22.1,0.0005,,
2.4960,557,234.5,22.1,0.0005,,
2.4975,558,234.6,22.1,0.0015,,
2.4990,559,234.5,22.1,0.0015,,
2.5010,560,234.6,22.1,0.0020,,
2.5015,561,234.7,22.1,0.0005,,
2.5020,562,234.8,22.1,0.0005,,
2.5030,563,235.0,22.1,0.0010,,
Scope 1/1, Sample 4/29 (PreC_Day1_rerun_Dil1rep2)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-59.0,22.0,NaN,,
0.0010,1,-59.1,22.0,0.0010,,
0.0025,2,-59.0,22.0,0.0015,,
0.0050,3,-59.1,22.0,0.0025,,
0.0090,4,-59.0,22.0,0.0035,,
0.0150,5,-58.9,22.0,0.0055,,
0.0235,6,-58.7,22.0,0.0075,,
0.0320,7,-58.2,22.0,0.0075,,
0.0405,8,-57.7,22.0,0.0075,,
0.0490,9,-56.8,22.0,0.0070,,
0.0565,10,-56.1,22.0,0.0070,,
0.0650,11,-55.1,22.0,0.0075,,
0.0735,12,-54.1,22.0,0.0075,,
0.0820,13,-53.0,22.0,0.0075,,
0.0900,14,-51.7,22.0,0.0075,,
0.0985,15,-50.4,22.0,0.0070,,
0.1060,16,-49.2,22.0,0.0070,,
0.1145,17,-47.8,22.0,0.0075,,
0.1230,18,-46.4,22.0,0.0075,,
0.1315,19,-44.8,22.0,0.0075,,
0.1400,20,-43.2,22.0,0.0075,,
0.1485,21,-41.6,22.0,0.0070,,
0.1560,22,-39.8,22.0,0.0070,,
0.1645,23,-38.1,22.0,0.0075,,
0.1730,24,-36.3,22.0,0.0075,,
0.1810,25,-34.5,22.0,0.0075,,
0.1895,26,-32.6,22.0,0.0075,,
0.1980,27,-30.8,22.0,0.0070,,
0.2055,28,-29.2,22.0,0.0070,,
0.2140,29,-27.5,22.0,0.0075,,
0.2225,30,-25.7,22.0,0.0075,,
0.2310,31,-24.0,22.0,0.0075,,
0.2395,32,-22.4,22.0,0.0075,,
0.2480,33,-20.9,22.0,0.0070,,
0.2555,34,-19.4,22.0,0.0070,,
0.2635,35,-18.3,22.0,0.0075,,
0.2720,36,-17.0,22.0,0.0075,,
0.2805,37,-15.7,22.0,0.0075,,
0.2890,38,-14.3,22.0,0.0075,,
0.2975,39,-12.9,22.0,0.0075,,
0.3060,40,-11.5,22.0,0.0075,,
0.3135,41,-10.2,22.0,0.0070,,
0.3220,42,-8.9,22.0,0.0075,,
0.3305,43,-7.7,22.0,0.0075,,
0.3385,44,-6.5,22.0,0.0075,,
0.3470,45,-5.2,22.0,0.0075,,
0.3555,46,-3.7,22.0,0.0070,,
0.3630,47,-2.4,22.0,0.0070,,
0.3715,48,-1.1,22.0,0.0075,,
0.3800,49,0.2,22.0,0.0075,,
0.3885,50,0.5,22.0,0.0075,,
0.3970,51,1.7,22.0,0.0075,,
0.4050,52,3.4,22.0,0.0075,,
0.4130,53,3.8,22.0,0.0075,,
0.4210,54,4.9,22.0,0.0075,,
0.4295,55,5.6,22.0,0.0075,,
0.4380,56,6.5,22.0,0.0075,,
0.4465,57,7.4,22.0,0.0075,,
0.4550,58,8.7,22.0,0.0075,,
0.4625,59,9.8,22.0,0.0070,,
0.4710,60,10.9,22.0,0.0075,,
0.4795,61,12.0,22.0,0.0075,,
0.4880,62,13.2,22.0,0.0075,,
0.4960,63,14.1,22.0,0.0075,,
0.5045,64,15.2,22.0,0.0075,,
0.5120,65,16.1,22.0,0.0070,,
0.5205,66,17.1,22.0,0.0075,,
0.5290,67,18.1,22.0,0.0075,,
0.5375,68,19.1,22.0,0.0075,,
0.5460,69,20.1,22.0,0.0075,,
0.5545,70,21.0,22.0,0.0075,,
0.5620,71,21.6,22.0,0.0070,,
0.5705,72,22.6,22.0,0.0075,,
0.5790,73,23.6,22.1,0.0075,,
0.5870,74,24.5,22.1,0.0075,,
0.5955,75,25.4,22.1,0.0075,,
0.6040,76,26.4,22.0,0.0075,,
0.6115,77,27.3,22.1,0.0070,,
0.6200,78,28.1,22.0,0.0075,,
0.6285,79,29.0,22.1,0.0075,,
0.6370,80,30.0,22.1,0.0075,,
0.6455,81,31.0,22.1,0.0075,,
0.6535,82,32.0,22.1,0.0075,,
0.6620,83,33.0,22.1,0.0070,,
0.6700,84,33.8,22.1,0.0075,,
0.6780,85,34.7,22.1,0.0075,,
0.6865,86,35.6,22.1,0.0075,,
0.6950,87,36.4,22.1,0.0075,,
0.7035,88,37.4,22.1,0.0075,,
0.7120,89,38.3,22.1,0.0070,,
0.7195,90,38.9,22.1,0.0070,,
0.7280,91,39.7,22.1,0.0075,,
0.7365,92,40.6,22.1,0.0075,,
0.7445,93,41.4,22.1,0.0065,,
0.7530,94,42.3,22.1,0.0075,,
0.7615,95,43.1,22.1,0.0075,,
0.7690,96,43.9,22.1,0.0070,,
0.7775,97,44.7,22.1,0.0075,,
0.7860,98,45.6,22.1,0.0075,,
0.7945,99,46.5,22.1,0.0075,,
0.8030,100,47.3,22.1,0.0075,,
0.8115,101,48.1,22.1,0.0075,,
0.8195,102,49.0,22.1,0.0075,,
0.8275,103,49.8,22.1,0.0075,,
0.8355,104,50.5,22.1,0.0075,,
0.8440,105,51.4,22.1,0.0075,,
0.8525,106,52.2,22.1,0.0075,,
0.8610,107,53.1,22.1,0.0075,,
0.8695,108,54.0,22.1,0.0075,,
0.8770,109,54.8,22.1,0.0070,,
0.8855,110,55.5,22.1,0.0075,,
0.8940,111,56.3,22.1,0.0075,,
0.9020,112,57.2,22.1,0.0075,,
0.9105,113,58.0,22.1,0.0075,,
0.9190,114,58.9,22.1,0.0070,,
0.9265,115,59.5,22.1,0.0070,,
0.9350,116,60.3,22.1,0.0075,,
0.9435,117,61.1,22.1,0.0075,,
0.9520,118,62.1,22.1,0.0075,,
0.9605,119,62.9,22.1,0.0075,,
0.9690,120,63.7,22.1,0.0070,,
0.9765,121,64.4,22.1,0.0070,,
0.9850,122,65.3,22.1,0.0075,,
0.9930,123,66.1,22.1,0.0075,,
1.0015,124,66.9,22.1,0.0075,,
1.0100,125,67.7,22.1,0.0075,,
1.0185,126,68.5,22.1,0.0075,,
1.0260,127,69.2,22.1,0.0070,,
1.0345,128,70.1,22.1,0.0075,,
1.0430,129,71.0,22.1,0.0075,,
1.0515,130,71.8,22.1,0.0075,,
1.0600,131,72.8,22.1,0.0075,,
1.0680,132,73.7,22.1,0.0075,,
1.0760,133,74.5,22.1,0.0075,,
1.0840,134,75.6,22.1,0.0075,,
1.0925,135,76.5,22.1,0.0075,,
1.1010,136,77.5,22.1,0.0075,,
1.1095,137,78.7,22.1,0.0075,,
1.1180,138,79.7,22.1,0.0070,,
1.1255,139,80.7,22.1,0.0070,,
1.1340,140,81.7,22.1,0.0075,,
1.1425,141,82.9,22.1,0.0075,,
1.1510,142,84.0,22.1,0.0075,,
1.1595,143,85.1,22.1,0.0075,,
1.1675,144,86.2,22.1,0.0065,,
1.1755,145,87.1,22.1,0.0075,,
1.1835,146,88.3,22.1,0.0075,,
1.1920,147,89.7,22.1,0.0075,,
1.2005,148,91.0,22.1,0.0075,,
1.2090,149,92.4,22.1,0.0075,,
1.2175,150,93.9,22.1,0.0070,,
1.2250,151,94.9,22.1,0.0070,,
1.2335,152,96.4,22.1,0.0075,,
1.2420,153,98.0,22.1,0.0075,,
1.2505,154,99.5,22.1,0.0075,,
1.2585,155,101.3,22.1,0.0075,,
1.2670,156,103.1,22.1,0.0070,,
1.2745,157,104.6,22.1,0.0070,,
1.2830,158,106.4,22.1,0.0075,,
1.2915,159,108.3,22.1,0.0075,,
1.3000,160,110.7,22.1,0.0075,,
1.3085,161,113.0,22.1,0.0075,,
1.3170,162,115.3,22.1,0.0070,,
1.3245,163,118.0,22.1,0.0070,,
1.3330,164,120.9,22.1,0.0075,,
1.3415,165,123.7,22.1,0.0075,,
1.3495,166,126.5,22.1,0.0075,,
1.3580,167,129.8,22.1,0.0075,,
1.3665,168,133.1,22.1,0.0075,,
1.3740,169,136.2,22.1,0.0070,,
1.3825,170,140.0,22.1,0.0075,,
1.3910,171,142.8,22.1,0.0075,,
1.3995,172,146.4,22.1,0.0075,,
1.4080,173,150.0,22.1,0.0075,,
1.4165,174,153.6,22.1,0.0075,,
1.4240,175,156.9,22.1,0.0070,,
1.4325,176,160.1,22.1,0.0075,,
1.4405,177,162.6,22.1,0.0075,,
1.4490,178,165.2,22.1,0.0075,,
1.4575,179,167.6,22.1,0.0075,,
1.4660,180,170.0,22.1,0.0075,,
1.4745,181,171.6,22.1,0.0075,,
1.4820,182,174.0,22.1,0.0070,,
1.4905,183,176.1,22.1,0.0075,,
1.4990,184,177.9,22.1,0.0075,,
1.5075,185,179.5,22.1,0.0075,,
1.5155,186,181.2,22.1,0.0075,,
1.5240,187,182.5,22.1,0.0075,,
1.5315,188,183.9,22.1,0.0070,,
1.5410,189,185.1,22.1,0.0080,,
1.5410,429,187.9,22.1,0.0000,,
1.5415,430,187.8,22.2,0.0005,,
1.5430,431,187.8,22.2,0.0010,,
1.5455,432,187.9,22.1,0.0020,,
1.5495,433,188.1,22.2,0.0030,,
1.5560,434,188.6,22.2,0.0045,,
1.5645,435,189.1,22.2,0.0060,,
1.5720,436,190.0,22.2,0.0060,,
1.5805,437,191.0,22.2,0.0065,,
1.5890,438,192.1,22.2,0.0065,,
1.5970,439,193.2,22.2,0.0055,,
1.6055,440,194.2,22.1,0.0060,,
1.6140,441,195.2,22.2,0.0060,,
1.6215,442,195.7,22.2,0.0060,,
1.6300,443,196.6,22.2,0.0065,,
1.6385,444,197.3,22.1,0.0065,,
1.6470,445,198.1,22.2,0.0060,,
1.6555,446,198.9,22.1,0.0060,,
1.6640,447,199.8,22.1,0.0060,,
1.6720,448,200.4,22.2,0.0060,,
1.6800,449,201.1,22.2,0.0060,,
1.6880,450,201.9,22.2,0.0060,,
1.6965,451,202.6,22.2,0.0065,,
1.7050,452,203.5,22.2,0.0060,,
1.7135,453,204.1,22.2,0.0060,,
1.7220,454,204.7,22.2,0.0060,,
1.7295,455,205.4,22.2,0.0060,,
1.7380,456,205.9,22.2,0.0065,,
1.7465,457,206.6,22.2,0.0065,,
1.7545,458,207.1,22.2,0.0055,,
1.7630,459,207.7,22.2,0.0060,,
1.7715,460,208.1,22.2,0.0060,,
1.7790,461,208.7,22.2,0.0060,,
1.7875,462,209.3,22.2,0.0065,,
1.7960,463,209.8,22.2,0.0065,,
1.8045,464,210.3,22.2,0.0060,,
1.8130,465,210.8,22.2,0.0060,,
1.8215,466,211.3,22.2,0.0060,,
1.8290,467,211.7,22.2,0.0060,,
1.8375,468,212.2,22.2,0.0065,,
1.8460,469,212.6,22.2,0.0065,,
1.8540,470,213.1,22.2,0.0055,,
1.8625,471,213.6,22.2,0.0060,,
1.8710,472,214.1,22.2,0.0060,,
1.8785,473,214.4,22.2,0.0060,,
1.8870,474,214.8,22.2,0.0060,,
1.8955,475,215.3,22.2,0.0065,,
1.9040,476,215.7,22.2,0.0060,,
1.9125,477,216.1,22.2,0.0060,,
1.9205,478,216.4,22.2,0.0055,,
1.9285,479,216.7,22.2,0.0060,,
1.9365,480,217.0,22.2,0.0060,,
1.9450,481,217.4,22.2,0.0065,,
1.9535,482,217.8,22.2,0.0060,,
1.9620,483,218.2,22.2,0.0060,,
1.9705,484,218.6,22.2,0.0060,,
1.9790,485,218.9,22.2,0.0065,,
1.9865,486,219.2,22.2,0.0060,,
1.9950,487,219.6,22.2,0.0065,,
2.0035,488,219.8,22.2,0.0065,,
2.0115,489,220.3,22.2,0.0055,,
2.0200,490,220.8,22.2,0.0060,,
2.0285,491,221.2,22.2,0.0060,,
2.0360,492,221.5,22.2,0.0060,,
2.0445,493,221.7,22.2,0.0065,,
2.0530,494,222.1,22.2,0.0065,,
2.0615,495,222.4,22.2,0.0060,,
2.0700,496,222.7,22.2,0.0060,,
2.0780,497,223.0,22.2,0.0055,,
2.0860,498,223.1,22.2,0.0060,,
2.0940,499,223.4,22.2,0.0060,,
2.1025,500,223.6,22.2,0.0065,,
2.1110,501,223.9,22.2,0.0060,,
2.1195,502,224.2,22.2,0.0060,,
2.1280,503,224.6,22.2,0.0060,,
2.1365,504,224.9,22.2,0.0065,,
2.1440,505,225.2,22.2,0.0060,,
2.1525,506,225.5,22.2,0.0065,,
2.1605,507,225.9,22.2,0.0055,,
2.1690,508,226.2,22.2,0.0060,,
2.1775,509,226.5,22.2,0.0060,,
2.1860,510,226.8,22.2,0.0060,,
